audio,caption
"dataset/Heavy k ft ntombi , niniola - Let them talk.MP3","upbeat, celebratory, afro house, mixed, collaboration"
dataset/Young t and bugsey ft aitch - Strike a pose.MP3,"energetic, confident, rap, mixed, collaboration"
dataset/Dotman - Hakuna matata (wahala).MP3,"happy, energetic, Afrobeat, male, "
dataset/Soft - Imagine.mp3,"soft, pop, male, "
dataset/DJ Lemmy -  zekete.mp3,"energetic, lively, electronic, male, "
dataset/BOY MALIQ FT BAHDBOI OML - SHAYO.mp3,"upbeat,happy, Afrobeats, male, collaboration"
dataset/Dave - System ft. WizKid [Clean Version].mp3,"energetic, upbeat, hip hop, male, collaboration"
dataset/Juls ft wande coal - Sister girl.MP3,"upbeat, danceable, Afrobeats, male, collaboration"
dataset/NYELU - SHEKERE.mp3,"upbeat, energetic, Afrobeat, female, "
dataset/TARIQ - BAD INTENTIONS.mp3,"dark, intense, hip hop, male, urban"
dataset/Dababy - Roof.MP3,"energetic, rap, male, "
"dataset/VibezInc Ft SeyiVibez,Odumodublvck,TmlVibez - On-God.mp3","energetic, upbeat, Afrobeats, mixed, collaboration"
"dataset/Dj khaled ft jay z, future , beyonce - Top off.MP3","energetic, confident, hip hop, rap, mixed, collaboration, popular"
dataset/Ill Bliss Ft Fav - Peace Of Mind.mp3,"calm, reflective, hip-hop, male, collaboration"
dataset/Johnny Drille - Wait For Me.mp3,"sentimental, longing, hope, folk, acoustic, male, Nigerian artist, love song"
dataset/Rexxie ft shoday - Idme.MP3,"energetic, upbeat, Afrobeats, male, collaboration"
dataset/Yung6ix - Inna The Benz.mp3,"energetic, upbeat, hip hop, male, fast-paced, rap"
dataset/Mthebele M.patrick & Shuza Drums Feat Six Past twelve.mp3,"upbeat,happy, afro-house, mixed, collaboration"
dataset/Pawzz - Koma.mp3,"calm,relaxing, pop, female, "
dataset/Justin bieber ft chance the rapper - Holy.MP3,"uplifting,inspirational, pop, male, collaboration"
dataset/Iyanya - Up To Something Ft  Don  Jazzy & Dr Sid.mp3,"energetic, upbeat, Afrobeats, male, collaboration"
dataset/Ice prince ft seyi vibez and ceeza milli - Hustle.MP3,"energetic, inspiring, Afrobeat, male, collaboration, motivational"
dataset/Young Jonn- Go Hard.mp3,"energetic, upbeat, afrobeats, male, club banger"
dataset/Selena Gomez - Love On .mp3,"romantic, love, cheerful, pop, female, "
dataset/Olamide - Need for speed.MP3,"energetic, fast-paced, Afrobeats, male, Nigerian"
"dataset/Vibez-Inc ftNerryckole,Seyi-Vibez - Shine.mp3","uplifting,happy, Afrobeats, male, collaboration, Nigerian artist"
dataset/Reekado Banks - Options ft Parker Ighile.mp3,"upbeat,happy, afrobeat, male, collaboration"
dataset/Amaarae-Big-Steppa.mp3,"energetic, confident, Afrobeat, Dancehall, female, upbeat"
dataset/Tolu makay - Ocean.MP3,"calm, peaceful, soul, female, introspective"
dataset/Ed sheeran - Visiting hours.MP3,"emotional, reflective, pop, male, singer-songwriter"
dataset/Simi & Adekunle Gold - Balance.mp3,"upbeat,happy, Afrobeats, mixed, "
dataset/Cassper Nyovest  Siyathandana ft Abidoza Boohle.mp3,"upbeat,happy,romantic, afro-pop, male, collaboration"
dataset/Darkoo - Kryptonite.MP3,"energetic, powerful, Afrobeats, female, hit song"
dataset/Badboy timz - Have fun.MP3,"upbeat, energetic, Afrobeats, male, party, dance"
"dataset/Tiwa savage, young jonn and ayra starr - Stamina.MP3","energetic, upbeat, catchy, Afrobeats, female, collaboration, Nigerian artists"
dataset/Tems - Unfortunate.mp3,"soulful, melancholic, R&B, soul, female, Nigerian"
dataset/Laime - Ordinary Love.mp3,"romantic, hopeful, pop, female, "
dataset/Falz - Talk.mp3,"upbeat, powerful, Afrobeats, male, social commentary"
dataset/Chiké  Please.mp3,"romantic, soothing, Afropop, male, Nigerian"
dataset/Chasing Designers (Radio Edit) L.A.M.B.mp3,"energetic, upbeat, pop, female, radio edit"
dataset/P-SQUARE - AM I STILL THAT SPECIAL MAN.mp3,"romantic, reflective, Afrobeat, male, Nigeria, Duo"
dataset/FreeBoy  Touch Me Slow .mp3,"calm, romantic, R&B, male, sensual"
dataset/Dotman - Awe.MP3,"upbeat,happy, Afrobeats, male, Nigerian"
dataset/Shigh lofe ft zinoleesky and victony - Hypnotize.MP3,"energetic, upbeat, Afrobeats, mixed, collaboration, trending"
dataset/Reefer-Tym-Bad-Energy-(JustNaija.com).mp3,"energetic,hype, Afrobeat, male, Nigerian,upbeat"
dataset/Dj Big N - Erima ft Dr SID x Wizkid.mp3,"energetic, upbeat, afrobeats, male, collaboration, party"
dataset/posh bugatti ft Gyptian - influencer whoop remix.mp3,"upbeat, energetic, dancehall, mixed, remix, collaboration"
dataset/02 Siyafanelana.mp3,"upbeat,happy, afro-pop, male, South African"
dataset/Fireboy - King.MP3,"upbeat, energetic, afrobeat, male, "
dataset/Dangbana republik and bella shmurda - Party next door.MP3,"party, energetic, upbeat, afrobeat, male, collaboration"
dataset/John Wick - De Mthuda.mp3,"energetic, lively, intense, amapiano, male, movie soundtrack"
dataset/Governor-Of-Africa-Jerusalem-Ft-Shallipopi.mp3,"upbeat,happy,energetic, afrobeats, male, collaboration,club music"
dataset/T-Classic_-_Let_You_Go.mp3,"upbeat,happy, Afrobeats, male, catchy"
dataset/QingMad - See Finish.mp3,"energetic, upbeat, Afrobeats, male, catchy"
dataset/Stakev-Rekere-9-ft-Kabza-De-Small-(JustNaija.com).mp3,"energetic, upbeat, Amapiano, male, collaboration"
dataset/Pheelz-Fever-ft-Niniola.mp3,"groovy, energetic, Afrobeat, mixed, collaboration, Nigerian music"
dataset/Niniola & guiltybeatz - Dig dig.MP3,"energetic, upbeat, afrobeat, female, collaboration, dance"
dataset/Rotimi ft fireboy dml - Weapon.MP3,"energetic, upbeat, Afrobeat, male, collaboration, Nigerian artists"
"dataset/Kcee Ft Skiibii ,Teni - Ebelebe.mp3","energetic, lively, Afrobeats, mixed, collaboration"
dataset/Idahams_-_Gratitude.mp3,"upbeat,happy, afrobeats, male, gratitude,thankful"
dataset/Major_League_DJz_Abidoza_feat_Sjavas_Da_Deejay_-_Pianochella_70430073.mp3,"upbeat, energetic, amapiano, mixed, collaboration"
dataset/Pabi-Cooper-Lebota-ft-Mellow-Sleazy.mp3,"energetic,happy, afro-pop, mixed, collaboration"
dataset/Katy perry - Never really over.MP3,"upbeat, nostalgic, pop, female, breakup"
dataset/Dicey ft ice prince and naeto c - Ki jo mole.MP3,"energetic, lively, afrobeat, male, collaboration"
dataset/Davido - Fem.mp3,"upbeat, energetic, Afrobeats, male, popular"
dataset/Kizz Daniel - (RTID) Rich Till I Die.mp3,"upbeat, confident, Afrobeat, male, wealth, success"
dataset/Davido ft latto - Unavailable remix.MP3,"energetic, upbeat, Afrobeats, male, female, collaboration, remix"
dataset/THE REMEDIES - BELINDA.mp3,"upbeat,happy,positive, pop, female, catchy"
dataset/Mr Real - Antidote.mp3,"energetic, lively, Afrobeats, male, upbeat"
dataset/Cairo-Cpt-She-Gives-Me-Love-Ft-Xola-Sofuthe.mp3,"romantic, joyful, pop, mixed, collaboration"
dataset/Chike_Ft_Flavour_-_Hard_To_Find.mp3,"upbeat, energetic, Afrobeat, male, collaboration, Nigerian"
dataset/Tiwa Savage - Key To the City (Remix) ft Busy Signal.mp3,"upbeat, energetic, Afrobeats, female, collaboration, remix"
dataset/Nsg - Trust issues.MP3,"upbeat, energetic, rap, male, urban"
dataset/Show Dem Camp - Bad Design ft Wurld x Manifest.mp3,"chill, laid-back, hip hop, rap, mixed, collaboration"
dataset/Ykb - Pressure.MP3,"energetic, intense, hip hop, male, "
dataset/Gyakie ft jbee - Scar.MP3,"upbeat, romantic, afropop, female, collaboration"
dataset/Oladips Ft Rexxie - Te Button.mp3,"energetic, upbeat, Afrobeats, male, collaboration, Nigerian music"
dataset/Euginethedj - Uyankolota Amapiano (Remix)_(muzmo.pro).mp3,"upbeat, energetic, Amapiano, male, "
dataset/Asake  H.E.R. - Lonely At The Top (Remix).mp3,"lonely, reflective, R&B, female, remix, collaboration"
dataset/Lyta ft mohbad - Formula.MP3,"upbeat, energetic, Afrobeats, male, collaboration, Nigerian music"
"dataset/Cdq ft vector, zoro, jheezy, yung6ix, dremo, blaqb - Onye eze 3.0 cypher.MP3","energetic, collaborative, hip hop, male, cypher"
dataset/Major lazer ft skip marley - Can't take it from me.MP3,"uplifting, energetic, electronic, reggae, mixed, collaboration, summer vibes"
dataset/Portable - My testimony.MP3,"uplifting, inspiring, gospel, male, testimony, faith"
dataset/Raybekah-My-Work.mp3,"upbeat, energetic, Afrobeats, female, dance"
dataset/Baby Lawd - Sii Dung (Clean).mp3,"chill, relaxed, reggae, male, clean version"
dataset/Danny-S-God-Abeg-Ft-Qdot.mp3,"upbeat,happy, afrobeats, male, collaboration"
dataset/Jux Ft Diamond Platnumz - Enjoy.mp3,"joyful, energetic, bongo flava, male, collaboration"
dataset/Maleek berry - Far away.MP3,"mellow, reflective, Afrobeats, Male, romantic"
dataset/Kocee - Credit Alert feat. Patoranking.mp3,"energetic, upbeat, afrobeat, male, collaboration, danceable"
dataset/Savage-Majo-ft-Blxckie-DJ-Maphorisa.mp3,"energetic,hype, hip hop, male, collaboration"
dataset/Lowsheen & DJ Ngwazi - Sohlala Sonke (feat. Nokwazi).mp3,"upbeat, energetic, house, afro house, mixed, collaboration, featuring artist"
dataset/Dunnie ft ric hassani - Tell me.MP3,"romantic, uplifting, Afrobeat, mixed, collaboration"
dataset/Toby-Grey-Honey-Spice.mp3,"upbeat,happy, Afrobeat, female, catchy"
"dataset/Dj tira ft tipcee , joejo - Malume.MP3","energetic, afro-house, mixed, collaboration, popular"
dataset/Kelvyn-Boy-Down-Flat-Remix-feat-Tekno-Stefflon-Don.mp3,"energetic,dance, Afrobeats, male, collaboration,remix"
"dataset/Smallgod_Ft_Kweku Flick,Abra Cadabra ,Odumodublvck - Kusuu Remix .mp3","energetic, lively, Afrobeats, male, collaboration"
dataset/Zinoleesky Ft Omah Lay - Last Time.mp3,"upbeat,happy, Afrobeats, male, collaboration"
dataset/Nonso Amadi - Radio.mp3,"chill,relaxed, R&B,Soul, male, Nigerian"
dataset/Shekinah ft mr eazi - Suited (remix).MP3,"romantic, upbeat, Afrobeat, mixed, collaboration, remix"
dataset/Soundz & Bad Boy Timz - Dis Kain Luv.mp3,"romantic, upbeat, afrobeat, male, collaboration"
dataset/Sun-el musician ft simmy - Ntaba ezikude.MP3,"upbeat,happy, afro-house, mixed, collaboration"
dataset/Vector - King-Kong.mp3,"energetic, powerful, hip hop, male, catchy, fast-paced"
dataset/Chris brown - Under the influence.MP3,"romantic, dreamy, R&B, male, soulful"
dataset/DR AMIR- TYPE OF WOMAN MS.mp3,"romantic, soulful, R&B, male, love song"
dataset/Dj-Gizo-Katileleziko-Ft-Sessy-Dj-Obza-Eight08_ICU-Beats.mp3,"upbeat,dance, afro-house, mixed, collaboration"
dataset/Pa salieu ft. backroad gee - My family.MP3,"energetic, upbeat, hip hop, male, collaboration"
dataset/Sir Trill - Lwandle Xiluva_(muzmo.pro).mp3,"relaxing, soothing, amapiano, male, featured artist: Sir Trill"
dataset/Davido ft ckay - La la.MP3,"energetic,happy, afrobeat, male, collaboration"
dataset/Tems - These Days.mp3,"chill, introspective, Afrobeats, female, Nigerian"
dataset/Chika - Demigod.mp3,"energetic, powerful, rap, female, "
dataset/Patoranking ft diamond platnumz - Love you die.MP3,"romantic, upbeat, afrobeat, male, collaboration"
dataset/Ceeza Milli - Big Talk.mp3,"energetic, confident, Afrobeats, male, upbeat"
"dataset/Olivetheboy Ft Oxlade , King Promise , Reekado Banks - Good Sin ( Remix ).mp3","upbeat,happy, afrobeat, mixed, collaboration,remix"
"dataset/Dj khaled ft meek mill,j balvin ,lil baby, jeremih - You stay.MP3","energetic, upbeat, hip hop, reggaeton, male, collaboration"
dataset/Gucci ft dababy and 21 savage - 06 gucci.MP3,"energetic, aggressive, hip hop, male, collaboration"
dataset/Show Dem Camp - Up 2 You Ft  Funbi.mp3,"upbeat,romantic, hip-hop, male, "
dataset/Boy spyce - Wayo.MP3,"upbeat, energetic, happy, Afrobeats, male, catchy"
dataset/Bola Moses - Drip Ft Mazi Spice & King Pryma.mp3,"upbeat, energetic, Afrobeats, male, collaboration"
dataset/Tyler the creator - Earfquake.MP3,"upbeat,energetic, hip-hop, male, popular"
dataset/Omawumi - In The Music.mp3,"upbeat, energetic, captivating, Afrobeat, female, Nigerian artist, danceable"
dataset/Mr eazi werser.mp3,"upbeat, energetic, Afrobeats, male, dance, summer"
dataset/Ice-Prince - Interlude Mood.mp3,"calm, contemplative, R&B, male, interlude"
dataset/Sean tizzle - Gyal dem.MP3,"upbeat,happy, afrobeat, male, dancehall"
dataset/Kolaboy-No-Turning-Back.mp3,"uplifting, motivational, Afropop, male, Nigerian"
dataset/Tory lanez - Forever.MP3,"romantic, upbeat, R&B, hip-hop, male, love, catchy"
dataset/Mr eazi - E be mad.MP3,"upbeat, romantic, Afrobeats, male, Nigerian"
dataset/Ladipoe - Jaiye (time of my life).MP3,"upbeat, happy, energetic, Afrobeats, male, celebratory"
dataset/Don toliver ft. kali uchis - Drugs n hella melodies.MP3,"chill, groovy, R&B, Hip Hop, mixed, collaboration"
"dataset/DJ Karri - Trigger (Official Audio) feat. Prime De 1st, BL Zero & Lebzito.mp3","upbeat,hype, hip hop, mixed, collaboration"
dataset/Major_League_Djz_Focalistic_feat_The_Lowkeys_Kabza_Da_Small_MoonChild_-_NdiKuze_67603098.mp3,"energetic, upbeat, amapiano, mixed, collaboration"
dataset/Dj cuppy ft skuki - Werk.MP3,"upbeat,happy, afrobeat, female, collaboration"
dataset/04 Uzongenzani (feat. Kabza De Small & DJ Maphorisa).mp3,"upbeat, energetic, amapiano, male, feat. Kabza De Small & DJ Maphorisa"
dataset/Olakira - Come And Do.mp3,"upbeat, dance, Afrobeats, male, "
dataset/Major league and focalistic - Mofe.MP3,"energetic, afrobeat, male, collaboration"
dataset/Skales - Kpakurukpa.MP3,"energetic, lively, afrobeat, male, Afro-pop"
dataset/Boybreed - Set.MP3,"upbeat, energetic, afrobeat, male, N/A"
dataset/Rema - Rainbow.MP3,"joyful, upbeat, afrobeat, male, Nigerian"
dataset/Burna boy ft damian marley and angelique kidjo - Different.MP3,"Upbeat, Energetic, Afrobeat, Reggae, Male,Female, Collaboration, International"
dataset/Sje-Konka-Freddy-K-ft-Caltonic-SA-298.mp3,"upbeat,happy, amapiano, male, collaboration"
dataset/Lil pump - Butterfly doors.MP3,"energetic,hype, rap, male, hip hop"
dataset/Tiwa_Savage_Ft_Asake_-_Loaded.mp3,"energetic, lively, Afrobeat, female, collaboration, new release"
"dataset/MDU aka TRP - Amaqhawe (feat. Spizzy, Mashudu & Da Ish).mp3","energetic,upbeat, Amapiano, male, collaboration, South Africa"
dataset/Asake ft burna boy - Sungba (remix).MP3,"energetic, upbeat, Afrobeats, male, collaboration, remix"
dataset/Davido ft yonda - Animashaun.MP3,"energetic, upbeat, afrobeats, male, collaboration"
dataset/Camidoh - Nothing Last Forever.mp3,"upbeat, nostalgic, Afrobeats, male, love song"
dataset/Vibez (Radio Edit) Idowest Ft Peruzzi.mp3,"upbeat,danceable, afrobeats, male, collaboration"
dataset/Paper - Tumelo_za & SjavasDaDeejay Remix - Nonso Amadi.mp3,"upbeat, energetic, Afro House, male, remix"
dataset/Ajebutter Floating.mp3,"relaxed, happy, upbeat, Afrobeat, male, n/a"
dataset/Reminisce - Jensimi Ft Niniola.mp3,"upbeat, energetic, afrobeat, female, "
dataset/Lojay - Yahweh.MP3,"uplifting, inspiring, gospel, male, religious"
dataset/Waje - Best Thing.mp3,"upbeat,happy, Afrobeats, female, love,relationships"
dataset/Juice wrld - The light.MP3,"melancholic, introspective, hip hop, rap, male, Juice Wrld"
dataset/Reason (Radio Edit) Asake ft Russ.mp3,"upbeat, energetic, Afrobeats, male, collaboration, radio edit"
dataset/Run To You (Radio Edit) King Promise Ft Chance The Rapper & Vic Mensa.mp3,"energetic, upbeat, hip-hop, afrobeats, male, collaboration, radio edit"
dataset/Iyanya-Sweet-Life-Ft-Young-Duu-Tolibian.mp3,"upbeat,happy, afrobeat, male, collaboration"
dataset/Falz - One Trouser.mp3,"energetic, upbeat, afrobeats, male, Nigeria"
dataset/Tyla-Jump-ft-Gunna-Skillibeng.mp3,"energetic, upbeat, hip hop, rap, male, collaboration"
dataset/Dj khaled ft cardi b - Big paper.MP3,"energetic,confident, Hip hop, female, collaboration"
"dataset/Guiltybeatz, mr eazi and kwesi arthur - Pilolo.MP3","upbeat, energetic, Afrobeats, mixed, collaboration, African music"
dataset/Omah lay - Ye ye ye.MP3,"upbeat,happy, afrobeat, male, "
dataset/Iyanya-Attention.mp3,"upbeat, energetic, Afrobeat, male, catchy"
dataset/Timi-Dakolo-This-Woman-Ft-Phyno-Falz-Cobhams-Asuquo-Black-Geez.mp3,"inspiring, romantic, uplifting, Afrobeat, R&B, male, collaboration"
dataset/Blaqbonez Fashionnova Radio Edit Clean version.mp3,"upbeat, energetic, fun, hip hop, rap, male, radio edit, clean version"
dataset/Rema - Ginger me.MP3,"upbeat, romantic, Afrobeats, male, Nigerian"
"dataset/Choplife ministries, mr eazi ft mellow, sleazy, mo - Collect.MP3","upbeat, energetic, Afrobeats, male, collaboration, Nigerian music"
dataset/DJ Big N ft  Korede Bello  CDQ  Terry Apala - Gbegiri.mp3,"energetic, upbeat, Afrobeats, male, collaboration"
dataset/Taylor swift - Anti-hero.MP3,"powerful, rebellious, pop, alternative, female, "
dataset/Bella Shmurda Nakupenda Radio Edit Clean Version.mp3,"upbeat, energetic, romantic, afrobeat, male, clean version, radio edit"
dataset/Elvis Gee - Better Days.mp3,"uplifting,hopeful, pop, male, "
dataset/Tyla-To-Last.mp3,"upbeat, energetic, pop, female, catchy"
dataset/DBN GOGO AND THUTO THE HUMAN - SATISFACTION (REMIX).mp3,"upbeat,happy, Amapiano, female, remix"
dataset/Solidstar - Eleganza.MP3,"upbeat, energetic, Afrobeat, male, dance"
dataset/01-Bella-Shmurda-Feelings.mp3,"upbeat, emotional, Afrobeats, male, Nigerian"
dataset/Asake-Basquiat (radio clean).mp3,"upbeat, energetic, Afrobeats, male, radio clean"
dataset/The chainsmokers - Everybody hates me.MP3,"upbeat, energetic, pop, mixed, electronic"
dataset/05-Candy-Bleakz-Blessing.mp3,"upbeat,energetic, afrobeats, female, Nigeria"
dataset/Megadrumz-Masiyo-Lobola-Ft-Vincent-Zimu.mp3,"upbeat, energetic, afro-house, male, collaboration"
"dataset/Teni ft mayorkun, costa titch and ch'cco - Maitama.MP3","energetic,upbeat, afrobeats, female, collaboration"
dataset/03-Uncle-Waffles-Yahyuppiyah-feat-Pcee-EeQue-Chley-ft-Tony-Duardo-Justin99-Pcee-EeQue-Chley.mp3,"upbeat, energetic, hip hop, mixed, collaboration"
dataset/Blaq jerzee ft phyno - Bags.MP3,"upbeat, energetic, Afrobeats, male, collaboration"
dataset/Teraphonique-Fresh-Stop-ft-DrummeRTee924-DNZL444.mp3,"fresh, electronic, mixed, collaboration"
dataset/Elemxy - Loose Guard ft Bobby Bankz.mp3,"energetic, upbeat, afrobeat, male, collaboration, Nigerian music"
dataset/Lil kesh - Agbani darego.MP3,"energetic, Afrobeat, male, Nigerian music"
dataset/MO'HITS ALL STARS - MOVE YOUR BODY.mp3,"energetic, upbeat, Afrobeats, mixed, party, dance"
dataset/Wizkid Ft Skepta & Naira Marley Wow.mp3,"energetic,hype, Afrobeats, male, collaboration"
dataset/Wande coal & tolani ft empire - Slow motion.MP3,"chill, relaxing, slow, Afrobeat, R&B, mixed, collaboration"
dataset/Tems - Looku Looku.mp3,"laid-back, mellow, Afrobeats, female, Nigerian"
dataset/D-banj-Chop-Life-Ft-Timaya.mp3,"happy, energetic, afrobeats, male, collaboration"
dataset/God No Go Shame Us (Radio Edit) 9ice.mp3,"upbeat, energetic, happy, Afrobeats, male, Nigerian music"
dataset/S1mba ft ksi - Loose.MP3,"energetic, playful, hip hop, rap, male, collaboration"
dataset/Mi casa - Nana.MP3,"upbeat,happy, house, mixed, South African"
dataset/Maggie rogers - Light on.MP3,"uplifting,inspiring, pop, female, "
dataset/Tim lyre & prettyboy d-o ft lady donli - Highlife.MP3,"upbeat, energetic, Afrobeat, mixed, collaboration"
dataset/Falz - Parampe.mp3,"upbeat,happy, Afrobeat, male, Nigerian"
dataset/Tekno - Jinja.MP3,"upbeat,happy, afrobeat, male, dancehall"
dataset/Umuaka-Chinyelu-Egwu-Amala-Ubor-ft-Flavour.mp3,"joyful, upbeat, Afrobeat, female, collaboration, Nigerian music"
dataset/Dr Dolor - Madam The Madam.mp3,"energetic, confident, afrobeat, male, Nigerian"
dataset/Ric-Hassani-IGDT-I-Go-Dey-There-Ft-Bayanni.mp3,"joyful, upbeat, Afrobeat, male, collaboration"
dataset/Maleek berry ft tiwa savage - Balance.MP3,"upbeat, energetic, Afrobeats, Male, collaboration, Nigerian music"
"dataset/Riky rick ft.cassper nyovest, professor - Stay shining.MP3","energetic, upbeat, hip hop, male, collaboration"
dataset/Mbosso-Sitaki.mp3,"upbeat,happy, Bongo Flava, male, love song"
dataset/The Chainsmokers Ship Wrek  The Fall.mp3,"energetic, upbeat, EDM, pop, male, collaboration"
dataset/Dj-Karri-iVale-ft-Official-Megaohms-Majort-012-(JustNaija.com) (1).mp3,"energetic,happy, afrobeats, male, collaboration"
dataset/Masterkraft and dj cuppy - Charged up.MP3,"energetic, upbeat, Afrobeat, mixed, collaboration"
dataset/Mafikizolo and gemini major ft kly - Best thing.MP3,"upbeat,energetic, afro pop, mixed, collaboration"
dataset/Skales - Mukulu.mp3,"upbeat,happy, Afrobeats, male, Nigerian"
dataset/Zayn ft nicki minaj - No candle no light.MP3,"energetic, sensual, pop, hip hop, male, female, collaboration, popular"
dataset/Orezi-Kiss-Me-Remix-ft-Tekno-Sheebah.mp3,"upbeat,dance, Afrobeats, male, "
dataset/Falz - Child Of The World.mp3,"emotional, reflective, Afrobeats, male, Nigerian music"
dataset/Camila cabello - Easy.MP3,"uplifting,happy, pop, female, in love"
dataset/Sound sultan - Soopa woman.MP3,"upbeat, empowering, Afrobeat, male, Nigerian"
dataset/BAYANNI FT JASON DERULO  - Ta Ta Ta.mp3,"energetic, upbeat, happy, pop, dance, male, male, collaboration"
dataset/Ed sheeran - Afterglow.MP3,"calm, reflective, pop, male, acoustic"
dataset/Efe - Babaloke Ft   Oritsefemi.mp3,"upbeat,happy, Afrobeat, male, collaboration"
dataset/Timaya ft olamide - Bam bam.MP3,"upbeat,dance, afrobeat, male, collaboration"
"dataset/Dj kaywise ft mayorkun , naira marley and zlatan - What type of dance.MP3","upbeat, afrobeat, male, collaboration"
dataset/Tiwa Savage - Get It Now Remix Ft   Omarion.mp3,"upbeat, romantic, Afrobeats, R&B, female, collaboration"
dataset/Rudimental ft tom walker - Walk alone.MP3,"energetic, uplifting, pop, electronic, mixed, collaboration, empowering"
dataset/Darkoo x Ayra Star - distrubing u.mp3,"energetic, bold, Afrobeats, female, collaboration, catchy"
"dataset/Ellie goulding, diplo and swae lee - Close to me.MP3","upbeat, romantic, pop, electronic, mixed, collaboration"
dataset/Yung6ix - Gbe Seyin ft Niniola.mp3,"energetic, upbeat, Afrobeat, male, collaboration"
dataset/Korede Bello - Leg Work.mp3,"upbeat, energetic, Afrobeats, male, "
dataset/Hi'Deex X Jayce  jay X Kavi - Lens.mp3,"energetic, uplifting, hip hop, male, collaboration"
"dataset/Jeymes Samuel - Hallelujah Heaven feat. Lil Wayne, Buju Banton, and Shabba Ranks.mp3","uplifting, energetic, R&B, male, collaboration"
dataset/Nation-365-Dlala-Ka-Yona-ft-Rivalz-B6-Rider-TMA_Rsa-FigoxBabu-(JustNaija.com).mp3,"energetic, lively, Afrobeat, male, collaboration, South African music"
dataset/Skales-Don-t-Say-Much.mp3,"upbeat,happy, Afrobeat, male, energetic,dance"
dataset/Dj tunez ft wande coal and victony - Bad girl.MP3,"energetic, sultry, Afrobeats, male, collaboration"
dataset/Joshblakk - Nwanyioma.mp3,"upbeat,happy,romantic, afrobeats, male, love song"
dataset/Lil uzi vert - The way life goes.MP3,"melancholic, reflective, rap, male, "
dataset/Mr-Eazi-Fefe-Ne-Fefe.mp3,"upbeat, lively, Afrobeat, male, danceable, Nigerian"
dataset/Dookie - TURN UP THE BASS ft DJ JOENEL.mp3,"energetic,upbeat, EDM, male, collaboration,party"
dataset/Kizz-Daniel-Sooner.mp3,"upbeat,happy, afrobeat, male, Nigerian"
"dataset/01 Shona Kwelanga (feat. Visca, Sweetsher & Da Muziqal Chef) [Remix].mp3","upbeat, energetic, Amapiano, mixed, remix, collaboration"
dataset/Lyta - Are You Sure Ft Emo Grae  Naira Marley & Zinoleesky.mp3,"upbeat, energetic, afrobeat, male, collaboration"
dataset/Ria sean - Uptown girl.MP3,"upbeat,happy, pop, female, "
dataset/DJ-Tunez-Differently-ft.-J.-Anthoni dflamz radio .mp3,"energetic, uplifting, afrobeats, male, radio"
dataset/Bella Shmurda Level Up Radio Edit Clean Version.mp3,"upbeat, energetic, Afrobeats, male, clean version, radio edit"
dataset/Blaqbonez-MASQUERADE-Ft-M24.mp3,"energetic, lively, hip hop, male, collaboration"
dataset/Meghan trainor - Let you be right.MP3,"upbeat, positive, pop, female, "
dataset/JaQi ft Savvage - Paris.mp3,"upbeat, romantic, pop, mixed, collaboration, city vibe"
dataset/Wizkid Money Love Radio Edit Clean Version.mp3,"upbeat,happy, afrobeats, male, radio edit,clean version"
dataset/01-Victor-AD-Realness-Over-Hype-(JustNaija.com).mp3,"uplifting, inspiring, Afrobeats, male, "
dataset/Ona - Calm down.MP3,"calm, pop, female, Ona"
dataset/Raybekah - My work.MP3,"upbeat,happy, Afropop, female, uplifting"
dataset/Kida kudz - No i.d.MP3,"energetic, vibrant, Afrobeat, male, club"
dataset/MR EAZI & DJ EDU FT AMI FAKU - WENA.mp3,"upbeat,joyful, Afrobeat, male, collaboration"
dataset/Post malone - Hollywood's bleeding.MP3,"melancholic, nostalgic, reflective, hip hop, rap, male, popular, emotional"
"dataset/Professor - Ndincedeni 2 (feat. Dalom Kids, MSK & Mr Luu) (NetNaija.com).mp3","exciting, energetic, afro house, male, collaboration, South African music"
dataset/Phaemous - Forbidden.MP3,"dark, mysterious, electronic, male, forbidden"
dataset/Focalistic-x-Davido-Ke-Star-Remix.mp3,"energetic, Afrobeats, male, collaboration"
dataset/Sean-Tizzle-Al-Barakah.mp3,"upbeat, energetic, Afrobeats, male, Nigerian"
dataset/Terri - Kill Man.mp3,"energetic, aggressive, Afrobeats, female, Nigeria, dancehall"
dataset/Simi - Lovin.mp3,"romantic, upbeat, Afrobeat, female, Nigerian"
dataset/Roboto (Radio Edit) 9ice ft Reekado Banks.mp3,"energetic, upbeat, Afrobeats, male, collaboration"
dataset/King perry - On god.MP3,"inspirational, energetic, Afrobeat, male, uptempo, catchy"
dataset/Burna boy ft stormzy - Real life.MP3,"energetic, reflective, Afrobeat, Hip-hop, male, collaboration, popular"
dataset/DJ-Stokie-Skeem-sami-Ft-Ommit-Jay-Sax-Sino-Msolo.mp3,"energetic, upbeat, amapiano, male, collaboration"
dataset/Partynextdoor and rihanna - Believe it.MP3,"upbeat, energetic, R&B, pop, male, female, collaboration, party"
dataset/Killertines ft. nissi - Fame.MP3,"energetic, empowering, pop, mixed, collaboration"
"dataset/Darkoo ft davido, tion wayne and sl - Gangsta (remix).MP3","dark, gangsta, hip hop, rap, mixed, remix, collaboration"
"dataset/Thirstyworldwide ft. straffitti, thepdstrn, lokii8 - On me.MP3","energetic, upbeat, hip hop, mixed, collaboration, rap"
