audio,caption
dataset/Johnny Drille - Romeo & Juliet (Sigag Remx).mp3,"romantic,sad, Afropop, male, remix,cover"
dataset/Nogie-Jaywillz-All-Tu-You-(JustNaija.com).mp3,"upbeat, romantic, Afrobeats, male, Nigerian music"
dataset/G2 amani - Balance (cover).MP3,"calm, balanced, cover, female, "
dataset/Da Capo - Molili (feat. Nana Attah & Lokua Kanza).mp3,"uplifting, melodic, rhythmic, Afrobeat, Soul, mixed, featured artists, fusion"
dataset/COBHAMS - BREATHE.mp3,"Relaxing, Inspiring, Afrobeat, Male, Piano"
dataset/Jerry shaffer ft bad boy timz and bella shmurda - Vibration.MP3,"energetic, upbeat, Afrobeats, mixed, collaboration, Nigerian music"
dataset/Davido ft popcaan - Risky.MP3,"upbeat, energetic, Afrobeats, male, collaboration, dancehall"
dataset/Kotrell - Love You tomorrow.mp3,"romantic, R&B, male, love"
"dataset/SmallSinger, small doctor - Jijo Poco RMX.mp3","upbeat, energetic, afrobeat, fuji, male, remix"
dataset/Mr-Msolo-Nkulunkulu-ft-Pcee.mp3,"upbeat, energetic, afrobeat, male, collaboration"
dataset/Robin schulz ft erika sirola - Speachless.MP3,"upbeat, lively, energetic, dance, electronic, mixed, collaboration, popular"
dataset/Kcee-Ojaginger.mp3,"happy, upbeat, Afropop, male, energetic"
dataset/Goya Menor Letter.mp3,"upbeat, energetic, pop, male, catchy"
dataset/Xxxtentacion - Sad.MP3,"sad, hip-hop, male, "
dataset/DJ Neptune - Bumpa ft Falz  Ycee.mp3,"energetic, upbeat, Afrobeat, mixed, collaboration"
dataset/Kwiish-SA-Bahlukile-Ft-Nokwazi-Alie-Keyz-Mo-T-(JustNaija.com).mp3,"upbeat,happy, afro-house, mixed, collaboration"
dataset/Post malone ft meek mill and lil baby - On the road.MP3,"energetic, upbeat, hip hop, male, collaboration"
dataset/Naira Marley - Giddem.mp3,"energetic, upbeat, Afrobeats, male, Nigerian"
dataset/Berri-Tiga-Bamiloke.mp3,"upbeat, energetic, Afrobeats, male, dance, party"
dataset/Crayon - Adey.MP3,"upbeat,happy, Afrobeat, male, Nigerian"
dataset/Kcee ft timaya - Erima.MP3,"energetic,happy, Afrobeats, male, collaboration"
dataset/Spyro-Who-Is-Your-Guy.mp3,"upbeat, fun, pop, male, video game music"
dataset/Rema - Dumebi (Extended Intro).mp3,"upbeat,happy,energetic, afrobeat, male, Nigerian,fast tempo"
dataset/Diamond Jimma - Trench Anthem.mp3,"upbeat, energetic, powerful, Afrobeats, male, "
dataset/Money - Jaido P.mp3,"energetic,hype, hip hop, male, "
dataset/Ice prince ft jesse jagz - Control number.MP3,"energetic, upbeat, hip hop, male, collaboration"
dataset/Olamide Ft Ckay Trumpet.mp3,"Energetic, Upbeat, Afrobeats, Male, Collaboration"
dataset/Fireboy dml - Change.MP3,"soulful, Afrobeats, male, upbeat, R&B"
dataset/Wizkid - Mood Ft Buju.mp3,"upbeat, groovy, chill, afrobeats, male, collaboration, Nigerian artists"
dataset/Ladipoe ft rema - Afro jigga.MP3,"upbeat, energetic, Afrobeat, male, collaboration"
dataset/Bnxn - Kilometer (Remix) ft & Zinoleesky.mp3,"upbeat, energetic, Afrobeats, male, collaboration, remix"
dataset/Denike - Ejika.MP3,"upbeat,happy, Afrobeats, female, Nigerian"
dataset/Praiz - Body Hot (Remix) Ft  Wizkid.mp3,"upbeat,sensual, Afrobeat, male, remix,featured artist:Wizkid"
dataset/Dababy - Vibez.MP3,"upbeat, energetic, rap, male, catchy, hip-hop"
dataset/Nicky romero and david gueta - Ring the alarm.MP3,"energetic, exciting, dance, electronic, male, collaboration"
dataset/Kolaboy-Kolapiano-Vol-2-Isakaba.mp3,"energetic,happy, Afrobeats, male, Isakaba"
dataset/Sir ft kendrick lamar - Hair down.MP3,"chill, relaxed, hip hop, R&B, male, collaboration"
dataset/Tiwa savage ft hamzaa - Pakalamisi.MP3,"upbeat,wistful, Afrobeats, female, collaboration"
dataset/BOY SPYCE FT KING PROMISE & DON JAZZY - LOSE CONTROL.mp3,"upbeat, energetic, Afrobeats, male, collaboration, dance"
dataset/Seyi Vibez Go Low.mp3,"energetic, upbeat, afrobeats, male, Nigerian"
dataset/King-Perryy-Beast-Of-Our-Nation-Ft-Wizard-Chan-Tuzi.mp3,"energetic, powerful, Afrobeat, male, collaboration"
dataset/Falz - Sweetest boy.MP3,"upbeat, happy, catchy, Afrobeats, male, Nigerian"
dataset/Post malone ft dababy - Enemies.MP3,"energetic, aggressive, hip hop, male, collaboration"
dataset/Soundz  Buga.mp3,"upbeat, energetic, dance, male, catchy"
dataset/Don toliver ft. travis scott - Flocky flocky.MP3,"energetic,upbeat, hip hop, male, collaboration"
dataset/Cuppy-Litty-Lit-ft.-Teni.mp3,"upbeat, energetic, Afrobeats, female, collaboration"
dataset/Beyonce ft kendrick lamar - America has a problem.MP3,"empowering, impactful, hip hop, R&B, female, collaboration, social commentary"
"dataset/Brainee ft dj spinall, zlatan ibile and chinko eku - Gbese (remix).MP3","energetic, upbeat, dance, Afrobeats, Afro-pop, Male, collaboration, remix"
dataset/B-red ft yemi alade - Lady.MP3,"upbeat, energetic, afrobeats, male, female, collaboration"
"dataset/Vibez Inc Ft Seyi-Vibez ,Tion Wayne - Ogo.mp3","upbeat, energetic, Afrobeats, Hip Hop, male, collaboration, Nigerian artists"
dataset/Snapchat Vs Facebook ( Radio Edit) L A M B Ft Chike.mp3,"upbeat, energetic, pop, mixed, duet, social media"
dataset/Asake - Don't Hype Me.mp3,"energetic,happy, Afrobeats, male, "
dataset/Zinoleesky-Element.mp3,"energetic, upbeat, Afrobeats, male, Nigerian music"
dataset/Taylor swift - The man.MP3,"empowering, bold, pop, female, patriarchy, gender equality"
dataset/Yo-Maps-Try-Again-Ft-Abel-Chungu-Musuka.mp3,"upbeat,hopeful, Afrobeat, male, collaboration"
dataset/Ay.com ft peruzzi - Pass me ur love.MP3,"romantic, upbeat, Afrobeat, male, collaboration"
dataset/Masterkraft-Today-Oringo-ft-Ugocci.mp3,"upbeat,dance, Afrobeat, male, Nigerian"
dataset/Popcaan ft burna boy - Aboboyaa.MP3,"upbeat, energetic, dancehall, male, collaboration"
dataset/Davido - Heaven.MP3,"upbeat,happy, afrobeats, male, "
dataset/Caltonic_SA_-_298-RehabMp3.Com.mp3,"upbeat, Amapiano, male, instrumental"
dataset/Davido ft lil baby - So crazy.MP3,"upbeat, energetic, afrobeat, hip hop, male, collaboration"
dataset/Young jonn - Sharpally (official audio).MP3,"energetic,upbeat, afrobeats, male, official,audio"
dataset/DJ-Stokie-Makuvela-ilanga-Ft-DJ-Nnana-Sobzeen-Boohle.mp3,"upbeat,happy, Amapiano, mixed, collaboration"
dataset/Shady blue - Better without you.MP3,"sad, pop, female, breakup"
dataset/Bad boy timz - Big money .mp3.MP3,"energetic,hype, Afrobeat, male, Nigeria"
dataset/Mapara-A-Jazz-Wae-Roba-Ft-Pumpkin.mp3,"upbeat, Amapiano, mixed, collaboration"
dataset/Jahshii - Born Fighter.mp3,"upbeat, energetic, determined, hip hop, male, empowering, motivational"
dataset/Genesis-99-HAIBO-Ft-Zan-ten-Mr-JazziQ-Sizwe-Alakine-Dinky-kunene-Pushkin-RSA-Seekay.mp3,"upbeat,dance, Amapiano, mixed, "
dataset/Davido Godfather.mp3,"upbeat,happy, Afrobeats, male, Nigerian music"
dataset/Tiwa Savage - Ma Lo Ft  Spellz & Wizkid.mp3,"energetic,sensual, Afrobeats, female, collaboration,upbeat"
dataset/Protoje ft koffee - Switch it up.MP3,"energetic, upbeat, Reggae, Dancehall, Male, Female, collaboration"
dataset/Blueface ft cardi b - Thotiana remix.MP3,"energetic,hype, hip hop, mixed, remix,featured artist"
dataset/11-Daliwonga-Mratata-Ft-Leemckrazy-(JustNaija.com).mp3,"upbeat,happy, amapiano, male, collaboration"
dataset/Post malone ft roddy rich - Cooped up.MP3,"chill, relaxed, hip hop, rap, male, collaboration"
dataset/Frenzy-Bouy-XXL-Bass-Ft-Mellow-Sleazy-Myztro.mp3,"energetic, intense, hip hop, male, "
dataset/Yung6ix - Let Me Know Ft Davido.mp3,"upbeat, energetic, Afrobeats, Hip Hop, male, collaboration"
"dataset/Russ millions ft tion wayne, aitch, swarmz, savo - Keisha and becky (remix).MP3","upbeat, energetic, rap, male, collaboration, remix"
dataset/01-Spiritchaser.mp3,"energetic, uplifting, house, instrumental, progressive"
dataset/Ayox - Radar.mp3,"energetic, motivatinal, hip hop, male, rap"
dataset/LuuDadeejay-Ngiyabonga-ft-Simmy.mp3,"upbeat, energetic, Amapiano, male, "
dataset/Blaqbonez Ft Chike & Raybekah - Breaking The Yoke Of Love.mp3,"uplifting,heartfelt, Afrobeat, male, collaboration"
dataset/Blaqbonez-KILO.mp3,"energetic, upbeat, hip hop, male, Nigerian"
dataset/CharlyBlackLuisFonsi-PartyAnimalClean.mp3,"party, energetic, reggaeton, male, Latin, dance"
dataset/Nasty c - There they go.MP3,"energetic, hip hop, male, "
dataset/Wande Coal - Superwoman.mp3,"upbeat, energetic, Afrobeat, male, love song"
dataset/Phyno - Stacks.MP3,"energetic, hype, hip-hop, rap, male, Nigeria, African"
dataset/Lojay Yahweh.mp3,"uplifting, spiritual, Afrobeats, Male, Nigerian, worship"
dataset/Bloody-Civilian-Escapism.mp3,"energetic, intense, rebellious, rock, male, "
dataset/Johnny drille - Count on you.MP3,"romantic, emotional, Afropop, male, love song"
dataset/Jennifer lopez - El anillo.MP3,"energetic,sensual, latin pop, female, party"
dataset/Cardi b - Be careful.MP3,"serious, emotional, hip-hop, female, rap"
dataset/The_Last_Cypher (Radio Edit) LAMB.mp3,"energetic, upbeat, electronic, mixed, radio edit"
dataset/Inna ft. erik - Ruleta.MP3,"energetic, upbeat, Pop, female, collaboration"
dataset/Bella-Alubo-Party-Gyal.mp3,"upbeat, energetic, afrobeats, female, party"
dataset/Eddy-Kenzo-Tugende.mp3,"energetic, happy, Afrobeat, male, "
dataset/Young jonn - Aquafina.MP3,"Energetic, Upbeat, Afrobeats, Male, Danceable"
dataset/Mr eazi ft j balvin - Lento.MP3,"upbeat, energetic, afrobeat, reggaeton, male, collaboration"
dataset/B RED LMH (Loosing My Head).mp3,"upbeat,happy, afrobeats, male, catchy"
dataset/Burna Boy Ft Dave Cheat On Me.mp3,"energetic, powerful, Afrobeat, male, collaboration"
dataset/Kingsfiso ft mbuso khoza - Ilanga (xtetiqsoul mix).MP3,"upbeat,happy, house, mixed, remix"
dataset/King promise ft kojo antwi - Bra.MP3,"romantic, soothing, highlife, male, collaboration"
dataset/Juls Ft OxladeMelly Melly.mp3,"upbeat, romantic, Afrobeats, male, collaboration"
dataset/Bebe rexha - Call on me.MP3,"upbeat, energetic, empowering, pop, dance, female, collaboration, catchy"
dataset/Bandros-Nguwe-Ft-ZANI-Zee-Nxumalo.mp3,"upbeat,happy, afro-pop, mixed, collaboration"
dataset/Del B “No Pressure” ft. Hotkid.mp3,"upbeat,happy, afrobeat, male, collaboration"
dataset/Ed sheeran - A beautiful game.MP3,"uplifting, joyful, pop, male, sporty"
dataset/Otega Ft Jaido P -  Gbemilo.mp3,"upbeat,happy, Afrobeats, male, collaboration"
dataset/Ice prince - Get at you.MP3,"upbeat, energetic, hip hop, male, Nigerian artist"
dataset/Victony - Broken.mp3,"melancholic, emotional, hip-hop, female, Nigerian"
"dataset/Kali Uchis, El Alfa & JT - Muñekita.mp3","upbeat, energetic, reggaeton, pop, mixed, collaboration"
dataset/Ma Jaye (Radio Edit) Trod.mp3,"upbeat, energetic, Afrobeat, male, radio edit"
dataset/Basiil- Falling ft Camidoh.mp3,"romantic, mellow, R&B, male, collaboration"
dataset/Annuki - Last night.mp3,"upbeat, energetic, pop, female, catchy"
dataset/Timz - Dont go.MP3,"upbeat,happy, Afrobeats, male, uplifting"
dataset/Hot This Year - Dirtsman.mp3,"energetic, exciting, dancehall, male, reggae"
dataset/Post malone ft sza - Staring at the sun.MP3,"chill, reflective, hip hop, R&B, male, female, collaboration"
dataset/Patoranking - Everyday.MP3,"happy, uplifting, Afrobeats, male, "
dataset/Dladla mshunqisi ft beast and spirit banger - Thutha.MP3,"energetic,upbeat, gqom, male, collaboration"
dataset/Waje - Oko Mi.mp3,"romantic, emotional, Afrobeat, female, Nigerian"
dataset/Djds ft tory lanez and rema - Simple things.MP3,"upbeat,happy, pop, mixed, collaboration"
dataset/Mr Eazi Chop Time No Friend.mp3,"upbeat,happy, Afrobeats, male, Nigerian, catchy"
dataset/Hips Dont Lie  Shakira feat Wyclef Jean Lyrics .mp3,"energetic, upbeat, pop, latin, female, "
dataset/Flavour - Game Changer (Dike).mp3,"upbeat, lively, Afrobeat, male, Nigerian music"
dataset/Hugel ft amber van day - Wtf.MP3,"energetic, upbeat, dance, mixed, collaboration"
dataset/Native_Sound_System_Ft_The_Cavemen_SH_LZ_-_Tortoise.mp3,"upbeat,happy, Afrobeat, mixed, "
dataset/Lil kesh ft ducan mighty - Flenjo.MP3,"upbeat,happy, Afrobeats, male, collaboration"
dataset/Focalistic_ft_vigro_deep_-_ke_star-fakazadownload.com-.mp3,"energetic, amapiano, male, South African"
dataset/Cheque - Paradise.mp3,"uplifting, energetic, afrobeat, male, Nigerian"
dataset/Kelvin Jones  - MONEY.mp3,"upbeat,happy, pop, male, catchy"
dataset/Iyanya-Woman.mp3,"upbeat,happy, afrobeat, male, love"
dataset/JeriQ-11-11.mp3,"melancholic, contemplative, reflective, hip hop, male, pensive"
dataset/Masterkraft ft zlatan and bella shmurda - Hallelu.MP3,"upbeat,dance, afrobeats, mixed, collaboration"
dataset/Masterkraft_-_7_38PM.mp3,"energetic,happy, Afrobeat, male, upbeat"
"dataset/Dj Maphorisa, Shebeshxt  Xduppy - Twerka.mp3","energetic, upbeat, afrobeats, mixed, dance"
dataset/Iyanya-Breakfast.mp3,"upbeat,happy, Afrobeat, male, party"
dataset/Falz - Jeje.mp3,"upbeat,happy, Afrobeat, male, Nigerian"
dataset/Show Dem Camp - Tropicana Ft   Flash.mp3,"upbeat, lively, Afrobeat, male, collaboration"
dataset/Niniola ft nonso amadi - Night and day.MP3,"upbeat, romantic, Afrobeat, female, male, collaboration"
dataset/Buju - I do.MP3,"upbeat,happy, afrobeat, male, pop"
dataset/DJ Neptune - Believe ft Sarkodie  Phyno.mp3,"upbeat, Afrobeat, male, collaboration"
dataset/Zlatan - Lagos Anthem.mp3,"upbeat, energetic, Afrobeats, male, Nigerian music"
dataset/Auguste-Tomorrow-Ft-Idd-Aziz-(JustNaija.com).mp3,"upbeat,happy, Afrobeat, male, collaboration"
dataset/Di'ja - Yoruba demon.MP3,"upbeat, energetic, Afrobeat, female, Nigerian, love song"
dataset/Deejay-Soso-Liyangena-Liyaphuma-ft-Skandisoul-Cosmo-Black.mp3,"upbeat,dance, afro-house, male, collaboration"
dataset/Peruzzi - Sweetah.MP3,"upbeat, happy, Afrobeats, male, Nigerian"
dataset/viktoh Ft Otega -No Love.mp3,"upbeat, energetic, Afrobeat, male, collaboration"
dataset/MOONLIGHT-AFRIQA-Lock-Down-Kayamata.mp3,"upbeat, energetic, Afrobeats, male, lockdown, Afriqa, Kayamata"
dataset/Victor-AD-Person-Daughter-Ft-Kelvyn-Boy.mp3,"upbeat, happy, Afrobeats, male, collaboration"
"dataset/King Perryy Ft Runtown , Shatta Wale - Denge II.mp3","energetic, lively, Afrobeat, Dancehall, male, collaboration"
dataset/Basketmouth - World People ft Flash & BOJ.mp3,"upbeat,happy, Afrobeats, male, collaboration"
dataset/TERRG - GOD GUIDE ME.mp3,"inspirational, spiritual, hip hop, male, God, guidance"
dataset/Poco Lee - JOKORIKO (feat. Qdot).mp3,"energetic, upbeat, Afrobeat, male, dance, collaboration"
dataset/Doncarta ft Zlatan - Pull Over.mp3,"energetic, lively, Afrobeats, male, collaboration, danceable"
"dataset/RESURRECT (Official Lyric Video) - Leather Park, Odunsi the Engine, BNYX, Jeriq_PCNGrg_TDCU.mp3","energetic, powerful, inspiring, hip-hop, rap, mixed, collaboration, official lyric video"
dataset/Diamond-Jimma-Ashe-(JustNaija.com).mp3,"upbeat,happy, afrobeats, male, Nigerian"
"dataset/Ejoya, kemena & laime - Mind.MP3","upbeat, energetic, catchy, Afrobeat, mixed, collaboration"
dataset/Chelete Ea Makeup.mp3,"happy, energetic, afro pop, male, uplifting"
dataset/Falz - E No Finish.mp3,"upbeat,hopeful, Afrobeats, Male, Nigerian"
dataset/G2 amani - Murder.MP3,"dark, intense, hip hop, female, explicit"
dataset/The weeknd - Try me.MP3,"sensual, mesmerizing, R&B, male, soulful"
dataset/Idowest - Ji Masun Ft  Davido.mp3,"energetic,hype, Afrobeats, male, collaboration"
dataset/Da baby - Red light green light.MP3,"energetic, hype, rap, male, fast tempo"
dataset/J cole - Atm.MP3,"energetic, intense, hip hop, male, J Cole"
dataset/Naak musiq - Mamelani.MP3,"upbeat, energetic, afro-house, male, "
dataset/Pop smoke ft. future - Mr. jones.MP3,"energetic,hype, hip hop, male, collaboration"
dataset/Pervader & Kabza De Small – Bebathini ft. Kwesta & Papta Mancane.mp3,"upbeat, energetic, amapiano, mixed, collaboration"
dataset/Mellow Ft-Sleazy-DJ-Maphorisa-ShaunMusiQ-Ftears -Aliboshwe.mp3,"mellow, afro-house, mixed, collaboration"
dataset/Gunna - Bread & butter.MP3,"chill, relaxed, hip hop, male, Gunna"
dataset/2min ime feat. Harrysong  - Attention (Remix).mp3,"upbeat, energetic, Afrobeat, Pop, male, remix, collaboration"
"dataset/TitoM, Yuppe FT Burna Boy &  Ft. S.N.E - Tshwala Bam Remix.mp3","energetic, lively, Afrobeat, Hip Hop, Male, remix, collaboration"
dataset/Luis fonsi ft demi lovato - Echame la culpa.MP3,"upbeat, energetic, pop, reggaeton, male, female, collaboration"
dataset/Bandana (Radio Edit) Fire Boy Ft Asake.mp3,"energetic, lively, Afrobeats, male, collaboration, radio edit"
dataset/JayO feat. Crayon & Bella Shmurda - Reset.mp3,"upbeat,happy, afrobeats, male, "
dataset/King-Promise-Terminator-Remix-Ft-Young-Jonn.mp3,"energetic, hype, afrobeats, male, remix, featuring Young Jonn"
dataset/Sasha Alex Sloan  Adult.mp3,"melancholic, reflective, pop, female, Sasha Alex Sloan"
dataset/Ycee - Jagaban (Remix) Ft  Olamide.mp3,"energetic, confident, Afrobeat, male, collaboration"
dataset/Balloranking-Kefti.mp3,"upbeat,dance, Afrobeats, male, catchy"
dataset/taves - Eleyele.mp3,"upbeat,energetic, Afrobeat, male, "
dataset/Brown-Joel Ft BoyPee Hyce - Ogechi.mp3,"joyful, energetic, Afrobeat, male, collaboration, Nigerian music"
dataset/Terri - Same you.MP3,"upbeat, pop, female, love"
dataset/Black Sherif Prey Da Youngsta Radio Edit Clean Version.mp3,"energetic, hype, hip hop, male, clean version, radio edit"
dataset/Timi-Dakolo-Happy-Fellows.mp3,"happy, cheerful, pop, male, upbeat, positive, feel-good"
"dataset/Amaarae - A Body, A Coffin.mp3","emotional, melancholic, alternative R&B, female, soulful"
dataset/Ice Prince - Get at you RADIO EDIT (prod by sb).mp3,"upbeat, energetic, hip hop, male, radio edit, produced by sb"
dataset/04-Prince-Kaybee-Inkumbulo-ft-Azana.mp3,"upbeat, energetic, house, mixed, collaboration"
dataset/The weeknd ft summer walker - Best friends (remix).MP3,"chill, romantic, R&B, Pop, male, female, remix, collaboration"
"dataset/Real recognize rio, 21 lil harold, sg tip - Down bad.MP3","energetic, aggressive, hip hop, male, collaboration"
dataset/Rema - Rewind.MP3,"upbeat,happy, Afrobeats, male, Nigerian"
dataset/Lil nas x ft. elton john - One of me.MP3,"energetic,happy, pop, male, collaboration"
dataset/WAJE - Worries.mp3,"inspirational, empowering, Afrobeat, female, Nigerian"
dataset/Kabza-De-small-x-Dj-Maphorisa - Ntshware Tshware.mp3,"upbeat,dance, amapiano, male, collaboration"
dataset/DJ Xlusive - 2am For Lekki.mp3,"upbeat, energetic, Afrobeat, male, club, party"
dataset/Amaarae - Co-star.MP3,"sensual, energetic, afrobeats, female, upbeat"
dataset/Destiny-Boy-Owo.mp3,"upbeat,happy, Afrobeats, male, groovy"
dataset/Phyno - Never.MP3,"energetic,happy, afrobeat, male, Nigerian"
dataset/Khaid-No-Time.mp3,"energetic, powerful, hip hop, male, upbeat"
dataset/PsychoYP Ft Zlatan Stronger.mp3,"energetic, powerful, Afrobeat, Hip Hop, male, collaboration"
dataset/Peak boy - Higher.MP3,"energetic, uplifting, pop, male, catchy"
dataset/Justin bieber ft quavo - Intentions.MP3,"upbeat,happy, pop, male, collaboration"
dataset/Sula-Ire-ft-Barry-Jhay.mp3,"upbeat, energetic, Afrobeat, Male, collaboration"
dataset/Brs kash ft mulatto - Kash app.MP3,"energetic,hype, rap, male,female, collaboration"
dataset/Propeller (Radio Edit) JAE5 Ft Dave & BNXN.mp3,"energetic, lively, hip hop, mixed, collaboration"
dataset/Avala - Gimmie chance.MP3,"energetic, pop, female, "
dataset/Ric-Hassani-The-One.mp3,"romantic, love, R&B, soul, male, "
dataset/Ndlu-Nkulu-Nduduzo-Ft-JL-SA-Notha-Shoto.mp3,"upbeat, energetic, afrobeat, male, collaboration, South African music"
dataset/Iyanya Ft 5ive Rings Zone Radio Edit Clean Version.mp3,"upbeat, energetic, Afrobeat, male, radio edit, clean version"
dataset/T.i blaze - Try.MP3,"energetic, upbeat, hip hop, male, empowering"
dataset/Black Coffee - Turn Me On.mp3,"upbeat,sensual, house, male, dance"
dataset/Omah lay ft aitch - Imagine.MP3,"laid-back, reflective, Afrobeats, Hip hop, male, collaboration"
dataset/Tony Tetuila - E Go Better.mp3,"uplifting,hopeful, Afrobeat, male, Nigerian"
dataset/The cavemen - Adaugo.MP3,"upbeat, lively, rock, male, acoustic"
dataset/Mduduzi-Ncube-ft-Mafikizolo-Njalo.mp3,"upbeat,happy, afro-pop, mixed, collaboration"
dataset/Dua lipa and blackpink - Kiss and make up.MP3,"upbeat, energetic, pop, female, collaboration"
dataset/Ric hassani ft sauti sol - My kind of woman.MP3,"romantic, soothing, Afro-pop, male, collaboration"
dataset/Seyi Shay - Murda Ft  Patoranking.mp3,"energetic, groovy, Afrobeats, female, collaboration"
dataset/Davido ft peruzzi - Disturbance.MP3,"upbeat, energetic, Afrobeats, male, collaboration, Nigerian music"
dataset/Oxlade - Weakness.MP3,"soulful, romantic, Afrobeat, male, Nigerian"
dataset/Ed sheeran ft pnb rock and chance the rapper - Cross me.MP3,"energetic, empowering, pop, mixed, collaboration"
dataset/WizKid - Blow ft Blaq Jerzee.mp3,"energetic,dance, Afrobeats, male, collaboration"
dataset/Phyno-Ojemba-Ft-Olamide-.mp3,"energetic, upbeat, Afrobeats, male, collaboration"
dataset/Young jonn - Dada.MP3,"energetic,danceable, afrobeats, male, Nigerian"
dataset/Seyi vibez - Amdallah.MP3,"upbeat,happy, afropop, male, Nigerian"
dataset/Vikoliver - African woman.MP3,"happy, upbeat, Afrobeat, male, dance"
dataset/Adekunle-Gold-Don-t-Be-A-Baby.mp3,"upbeat,happy, Afrobeat, male, Nigerian"
dataset/Davido ft musa keys - Unavailable.MP3,"upbeat, energetic, Afrobeat, male, collaboration"
dataset/Savage-Concussion-Remix-ft-Zlatan.mp3,"energetic, catchy, Afrobeats, male, remix, collaboration"
dataset/Musa_Keys_-_Vula_Mlomo_Ft_Sir_Trill_Nobantu_Vilakazi.mp3,"upbeat, lively, amapiano, male, collaboration"
dataset/Blaqbonez ft joeboy - Fendi.MP3,"energetic, uplifting, Afrobeat, Hip hop, Male, Collaboration"
dataset/CHAPLETT - AKANCHAWA.mp3,"happy, energetic, Afrobeat, female, upbeat"
dataset/Ceeza Milli x Zlatan - Flenjor.mp3,"energetic, upbeat, afrobeat, male, collaboration"
"dataset/Pcee - Ngenza ngama bomu (feat. Mr JazziQ, Umthakathi Kush & Sizwe Alakine).mp3","upbeat, energetic, Amapiano, male, collaboration"
dataset/Ice Prince Ft Mstruff  Disco (Radio Edit) Clean Version.mp3,"upbeat,happy,energetic, hip-hop, male, collaboration"
dataset/Yemi Alade - Tangerine.mp3,"energetic,happy, Afrobeat, female, upbeat,dance"
dataset/Niphkeys ft reekado banks - Man of the year.MP3,"upbeat,happy, Afrobeat, mixed, collaboration"
dataset/HoodCelebrityy - Walking Trophy (Clean).mp3,"upbeat,happy, dancehall, female, "
dataset/Mr eazi - To the left.MP3,"upbeat,happy, afrobeat, male, dance"
dataset/Tems - Burning.mp3,"soulful, emotional, R&B, female, Nigerian, Afrobeat"
dataset/Sigag lauren - Amapeaches.MP3,"upbeat,happy, electronic, female, dance"
dataset/Wande Coal - Same S Ft  AKA.mp3,"upbeat, energetic, Afrobeats, male, collaboration"
dataset/G2 AMANI - FADE AWAY.mp3,"uplifting,energetic, pop, female, vocals,lyrical"
dataset/Joyner lucas - Adhd.MP3,"energetic, serious, intense, hip hop, male, conscious lyrics"
dataset/Bongza-Mdali-ft-Mkeyz-DJ-Maphorisa.mp3,"upbeat, energetic, amapiano, male, collaboration, featured artists"
dataset/Eugy ft wizkid - Soco remix.MP3,"upbeat, energetic, Afrobeats, male, collaboration"
dataset/Triple D - Raster Love.mp3,"upbeat, energetic, dance, pop, electronic, male, catchy, love"
dataset/Cdq - Baby boy for life (bbfl).MP3,"happy, upbeat, afrobeat, male, Nigerian music"
dataset/D'banj ft timaya - Chop life.MP3,"energetic,happy, Afrobeat, male, collaboration"
dataset/Wizkid - Come Closer Ft  Drake (PeteDown Moomba Mix).mp3,"energetic,happy, afrobeat, male, remix"
"dataset/Pcee - Weh biza feat. Djy Biza, Sgija Disciples & Starr Jazz.mp3","energetic, upbeat, afro-house, mixed, collaboration"
"dataset/Enrique iglesias ft bad bunny , natti natasha - El bano.MP3","romantic, sensual, reggaeton, male, female, collaboration"
dataset/Ruger-Girlfriend.mp3,"energetic, upbeat, catchy, Afrobeats, male, Nigerian"
dataset/Ruger - Wewe.MP3,"upbeat,happy, Afrobeats, male, Nigerian"
"dataset/French montana, kodak black and london on da track - I can't lie.MP3","energetic, confident, hip hop, male, collaboration"
dataset/Sun-el musician ft. samthing soweto - Akanamali.MP3,"upbeat, happy, soulful, house, male, collaboration, South African music"
dataset/M.i abaga ft olamide and nas - Bigger.MP3,"energetic, powerful, hip hop, male, collaboration, rap"
dataset/Asake-Introduction (radio clean).mp3,"energetic, upbeat, Afrobeat, male, introduction, radio clean"
dataset/Show Dem Camp - Mine Alone ft Oxlade.mp3,"romantic, chill, Afrobeat, Hip Hop, male, collaboration"
dataset/Tony Tetuila - Two women ft VIP.mp3,"upbeat, energetic, Afrobeat, male, collaboration"
dataset/Wani - 234.mp3,"upbeat,energetic, afrobeats, male, "
dataset/DJ-Neptune-Count-Your-Blessings-ft-Spyro.mp3,"uplifting,happy, Afrobeat, male, collaboration"
dataset/Zlatan ft seyi vibez - Let there be light.MP3,"uplifting, energetic, afrobeats, male, collaboration, Nigerian artists"
dataset/Wande Coal - Check.mp3,"upbeat,happy, Afrobeat, male, dance"
dataset/Rotimi - What to do.MP3,"upbeat, energetic, Afrobeat, R&B, male, club banger"
dataset/Iggy azalea and alice chater - Lola.MP3,"upbeat, energetic, pop, female, collaboration"
dataset/Skales - Mu Jo.mp3,"energetic, lively, Afrobeat, male, Nigerian"
dataset/Andon - The one.MP3,"upbeat, energetic, pop, female, catchy"
dataset/Giggs - Straight murder.MP3,"aggressive, intense, rap, male, explicit lyrics"
dataset/Ric-Hassani-Catch-Cruise-.mp3,"romantic, upbeat, Afrobeat, male, love song"
dataset/Dj Tunez ft Funbi - Custom Made.mp3,"upbeat, lively, Afrobeats, male, collaboration"
dataset/Iyanya-Survive-Ft-Derry-Black.mp3,"uplifting,hopeful, Afrobeat, male, collaboration"
