audio,caption
dataset/Selena gomez - Back to you.MP3,"nostalgic, romantic, pop, female, Selena Gomez"
dataset/Bnxn - Best Of Me.mp3,"upbeat, energetic, pop, male, "
dataset/Simi  Story Story.mp3,"upbeat, nostalgic, Afrobeat, female, storytelling"
dataset/Tumelo_za-Mnike-Zuma-Ft-Uncle-Waffles-DJ-Maphorisa.mp3,"energetic, upbeat, afro-house, male, collaboration, dance"
dataset/Wizkid - Steady.MP3,"upbeat, groovy, afrobeat, male, "
dataset/Kemuel - POLO.mp3,"uplifting, spiritual, gospel, male, worship"
dataset/Blaqbonez ft nasty c - Heartbreaker.MP3,"energetic, upbeat, hip hop, rap, male, collaboration"
dataset/Skales - Kpakurukpa.mp3,"upbeat, energetic, Afrobeat, male, Nigerian"
dataset/Mr eazi - Legalize.MP3,"upbeat, energetic, afrobeat, male, "
dataset/Khalid - Softest Touch.mp3,"relaxed, soothing, calm, R&B, male, chill, smooth"
dataset/AKUCHI - ALL MY LIFE.mp3,"energetic, uplifting, pop, R&B, female, catchy"
dataset/Fadda fox - Ducking.MP3,"energetic, fun, soca, male, party, dance"
dataset/Eltee skhillz - Odg.MP3,"energetic, upbeat, afrobeat, male, Nigerian"
dataset/Patoranking - Mon Bebe Ft Flavour.mp3,"romantic,upbeat, afrobeat, male, collaboration"
dataset/Bloody-Civilian-Mad-Apology.mp3,"angry, remorseful, rock, male, apology, civilian"
dataset/Crayon - Do me.MP3,"upbeat, playful, Afrobeats, male, "
dataset/Saint Kay ft Peruzzi - Daily 2k.mp3,"upbeat, energetic, positive, Afrobeats, male, collaboration, Nigerian music"
dataset/Lady donli - Suffer suffer.MP3,"upbeat, energetic, Afrobeat, female, Nigerian"
dataset/King Promise - Favourite Story.mp3,"upbeat, romantic, Afrobeat, male, heartfelt"
dataset/Adekunle Gold All My Life.mp3,"upbeat,happy, Afrobeat, male, love song"
dataset/Firstklaz - Fuji Radio.mp3,"upbeat,happy, pop, male, energetic, groovy"
dataset/Wande Coal - Talo Lomo.mp3,"upbeat, energetic, lively, Afrobeats, male, Nigerian, dance, party"
"dataset/Ill Bliss Ft Molade, Vector - Young & Balling.mp3","energetic, confident, hip-hop, male, collaboration"
dataset/Zinoleesky - Rocking.MP3,"upbeat,happy, Afrobeats, male, "
dataset/Skiibii - Baddest Boy.mp3,"energetic, upbeat, Afrobeats, male, dance"
dataset/Beekay - For you.MP3,"romantic, pop, male, love song"
dataset/JUNGKOOK FT LATTO - SEVEN.mp3,"energetic, upbeat, empowering, pop, hip hop, male, female, collaboration, dynamic"
dataset/Bad Man Wicked (Radio Edit) BNXN Buju.mp3,"energetic, upbeat, dancehall, male, reggae, Caribbean"
dataset/Chike - Nwoke oma.MP3,"joyful, uplifting, Afrobeats, male, Nigerian"
dataset/Fredo ft summer walker - Ready.MP3,"romantic, chill, R&B, mixed, collaboration"
dataset/Rae sremmurd - Denial.MP3,"energetic,hype, hip hop, male, popular"
dataset/Oxlade ft flavour - Ovami.MP3,"upbeat,happy, Afrobeats, male, collaboration"
dataset/Mafikizolo - Love potion.MP3,"romantic, afro-pop, mixed, "
dataset/Wizkid - Ginger Ft Burna Boy.mp3,"energetic, upbeat, Afrobeat, male, collaboration"
dataset/Glory ( Radio Edit) Burna Boy Ft Ladysmith Black Mambazo.mp3,"energetic, uplifting, afrobeats, male, collaboration, African music"
dataset/Dapo Tuburna - Nothing (Remix) ft Olamide  Ycee.mp3,"upbeat, energetic, Afrobeats, male, collaboration, remix"
dataset/02 Angele Ni Fie.mp3,"upbeat,happy, afrobeat, female, "
dataset/Lady Donli - The Bad Ones.mp3,"sultry, seductive, R&B, female, empowering"
dataset/EverythingOshaun - ALA BEKE 2 (feat. ODUMODUBLVCK) clean.mp3,"energetic, groovy, Hip-hop, Rap, Male, collaboration, clean version"
dataset/Mayorkun & gyakie - Desire.MP3,"upbeat,happy, Afrobeats, mixed, collaboration"
dataset/Wizkid ft ty dollar sign - Highgrade.MP3,"chill, relaxed, Afrobeats, male, collaboration"
dataset/Seyi-Shay-Lamba.mp3,"energetic, fun, Afrobeat, female, dance, upbeat"
dataset/Pheelz - One life.MP3,"upbeat,happy, Afrobeat, male, "
dataset/Sun-el  musician and ami faku - Into ingawe.MP3,"romantic, soothing, house, mixed, collaboration"
dataset/Oberz ft. teni - Freaky.MP3,"energetic, groovy, Afrobeats, mixed, collaboration, Nigerian artists"
dataset/DJ-Stokie-Sqhebe-ft-Dlala-Regal-Mpura-Ricky-Lenyora-Almighty-SA.mp3,"energetic, upbeat, Amapiano, male, collaboration"
dataset/Burna boy - Omo.MP3,"energetic,upbeat, Afrobeat, male, Nigerian"
dataset/Rema - Beamer (bad boys).MP3,"upbeat, energetic, afrobeats, male, Nigerian"
"dataset/Yung willis ft timaya, kabusa oriental choir - Givin dem.MP3","upbeat, energetic, Afrobeats, male, collaboration, choir"
dataset/Idahams - No One Else.mp3,"upbeat, romantic, Afrobeats, male, Nigerian"
dataset/Dj java & remy baggins ft. psycho yp - Jazz up.MP3,"jazz, hip hop, mixed, collaboration"
dataset/ILL BLISS FT UMUBILIGBO - CHUKWU EBUKA.mp3,"upbeat, energetic, Afrobeat, male, collaboration, Nigerian music"
dataset/Bad boy timz ft zlatan ibile - I salute.MP3,"energetic, upbeat, Afrobeats, male, collaboration"
dataset/Timaya – Cold Outside Ft. Buju dflamz radio .mp3,"chill,relaxing, afrobeat, male, collaboration"
"dataset/Usher ft summer walker, 21 savage - Good good.MP3","smooth, sensual, R&B, mixed, collaboration"
dataset/Lyta - Stronger.MP3,"empowering, uplifting, afrobeat, male, Nigeria"
dataset/Cheque - Holy gee.MP3,"energetic, afrobeats, male, nigeria"
dataset/Jay1 - Gwop.MP3,"energetic, confident, Hip Hop, male, "
dataset/Wurld - Drown.mp3,"chill, soothing, R&B, male, relaxing, emotional"
dataset/Esse VDM -  Duro .mp3,"energetic,dance, reggaeton, male, Latin"
dataset/DJ 787 – Bibbo ft. Sbuda Maleather & Ice Beats Slide.mp3,"energetic, upbeat, Amapiano, male, collaboration, hyped"
dataset/Dotman - My Woman.mp3,"romantic, happy, afrobeats, male, naija music"
dataset/DJ SPINALL Ft BNXN & Stefflon Don - Oshey.mp3,"energetic, upbeat, Afrobeat, mixed, collaboration"
dataset/Kida kudz ft jaykae - 1am.MP3,"energetic, upbeat, hip hop, male, collaboration, late night vibes"
dataset/REMA - CHARM.mp3,"energetic, upbeat, afrobeats, male, "
dataset/Stilo magolide - Nomungathini.MP3,"energetic, gqom, male, South African"
dataset/Kwiish sa ft love black - Sondela.MP3,"romantic, vibrant, amapiano, male, collaboration"
dataset/Wizkid - Ololufe (Audio) ft. Wande Coal.mp3,"romantic, happy, Afrobeats, male, collaboration, Nigerian music"
"dataset/Kabza De Small feat. Da Muziqal Chef, Young Stunna & Mhaw Keys - Thuma Mina.mp3","upbeat,happy, amapiano, male, collaboration,featuring"
dataset/LadiPoe - Red Light Ft  Seyi Shay.mp3,"energetic,happy, afrobeat, male, collaboration"
dataset/Dj Diamond ft Zamorra - Shomo.mp3,"energetic, upbeat, Afrobeat, male, collaboration, dance"
dataset/Outsiders by poshbugati .mp3,"energetic, powerful, hip hop, male, upbeat"
dataset/King perry - My darlina.MP3,"romantic, afrobeats, male, love"
dataset/Bongza-Imali-Ft-Mkeyz.mp3,"upbeat,happy, amapiano, male, collaboration"
dataset/Blaqbonez - Haba.mp3,"energetic, catchy, afrobeat, male, Nigerian"
dataset/Tiwa Savage - My Darlin.mp3,"romantic, soothing, Afrobeats, female, popular"
dataset/Justin bieber - Ghost.MP3,"melancholic, haunting, pop, male, Justin Bieber"
dataset/Konke-Lukimi-Ft-Al-Xapo.mp3,"energetic,happy, Afrobeat, male, collaboration"
dataset/Stonebwoy - Far away.MP3,"upbeat, cheerful, Afrobeats, male, uplifting, danceable"
"dataset/Prince Kaybee, LaSoulMates feat. TNS, Zanda Zakuza - Club Controller.mp3","energetic, uplifting, house, mixed, collaboration"
"dataset/Beyonce,tierra whack and moonchild sanelly ft nija - My power.MP3","empowering, energetic, pop, hip hop, female, collaboration, powerful vocals"
dataset/Falz- Brothers Keeper.mp3,"upbeat,happy, Afrobeats, male, collaboration"
dataset/BIG BUMPA - KEMISHAN X MUN'G [DFLAMZ RADIO]_.mp3,"energetic, upbeat, afrobeats, male, collaboration, radio edit"
dataset/Sarkodie ft la meme gang - Homicide.MP3,"energetic, intense, hip hop, rap, male, collaboration"
dataset/Laycon - Verified ft Mayorkun.mp3,"uplifting,happy, afrobeats, male, collaboration"
dataset/Nissi-Higher.mp3,"uplifting, energetic, pop, female, "
dataset/Zlatan - Wake Up.mp3,"energetic, optimistic, hip hop, male, upbeat, motivational"
dataset/Pa salieu ft mahalia - Energy.MP3,"energetic, rap, mixed, collaboration"
dataset/Deepson-HD-Impendulo-Pseudo-Video-Ft-Nhlonipho.mp3,"energetic, uplifting, pop, male, collaboration"
dataset/Olivia rodrigo - Vampire.MP3,"melancholic, dark, pop, female, Olivia Rodrigo"
dataset/Blaqnick-Wanele-ft-MasterBlaq-Paula-Sibiya-DSax.mp3,"upbeat, lively, energetic, house, mixed, "
dataset/Dj Kaysmart  Body Breaker Amapiano remix  Tiktok challengepublic.mp3,"energetic, lively, Amapiano, male, Tiktok challenge"
dataset/Fireboy dml - Havin fun.MP3,"upbeat,happy, afrobeat, male, "
dataset/Lowsheen-Oe-Phihlile-Ft-Makhadzi-Lioness-Ratang.mp3,"upbeat, energetic, Afro-pop, mixed, collaboration, African music"
dataset/Magixx - Shaye.MP3,"upbeat, energetic, pop, female, catchy"
dataset/Mr 2kay - Banging ft Reekado Banks.mp3,"energetic, upbeat, Afrobeats, male, collaboration"
dataset/Koffee  West Indies .mp3,"upbeat,happy, reggae, female, "
dataset/Sarkodie x Zlatan x Rexxie - Hasta La Visat (Official Video) Dflamz clean .mp3,"energetic, upbeat, Afrobeats, male, collaboration, music video"
dataset/Pa salieu ft m1llionz - Informa.MP3,"energetic, upbeat, hip hop, male, collaboration"
dataset/Collie Buddz - Bounce It (Intro - Clean).mp3,"energetic, upbeat, reggae, male, intro, clean"
dataset/Rema - BENIN BOYS ft. Shallipopi.mp3,"upbeat, energetic, Afrobeats, male, "
dataset/Tekno - Yawa.mp3,"upbeat, energetic, afrobeat, male, "
"dataset/Loti ft. psychoyp, eeskay, magna - Dkm (ma pa mi).MP3","energetic, lively, hype, afrobeats, mixed, collaboration, Nigerian artists"
dataset/Ebs - Wahala.MP3,"upbeat, afrobeats, male, danceable"
dataset/Falz - One trouser.MP3,"energetic, upbeat, Afrobeat, male, Nigerian music, hip-hop"
dataset/Eddy-Kenzo-Sibalaba.mp3,"upbeat,happy, afrobeat, male, danceable,energetic"
dataset/Bongo-Beats-Ngikhathazekile-Ft-Lwah-Ndlunkulu-Khethi.mp3,"upbeat, energetic, afro-house, male, "
dataset/Dua lipa ft madonna and missy elliott - Levitating.MP3,"energetic, uplifting, pop, female, collaboration, dance"
dataset/Stormzy - Longevity flow.MP3,"energetic, hip hop, male, rap"
dataset/Peruzzi - Isolova.MP3,"upbeat, energetic, Afrobeat, male, danceable"
dataset/Soundz-at-your-Service.mp3,"upbeat,happy, electronic, instrumental, energetic"
dataset/Alex-Avenues-Suka-Ft-Abileash-Thimza-Exclusive-Umooler-Spholarssa.mp3,"upbeat,happy, afrobeat, mixed, collaboration,exclusive"
dataset/Ric-Hassani-ILU-I-love-You.mp3,"romantic, love, happy, Afropop, male, Nigerian"
dataset/Yemi Alade - Ego Ft  Sarkodie.mp3,"upbeat, energetic, Afrobeats, female, collaboration"
dataset/Patoranking  Black.mp3,"upbeat, vibrant, afrobeat, male, energetic"
dataset/Shalate-I-Still.mp3,"upbeat,happy, pop, female, "
dataset/Dave - Professor x.MP3,"energetic, suspenseful, hip hop, male, instrumental"
dataset/Keep On Rocking (Radio Edit) Avante ft Ajebo Hustlers Frayz.mp3,"energetic, uplifting, rock, afrobeat, mixed, collaboration, radio edit"
dataset/Coblaze Jazz Me.mp3,"jazzy, upbeat, jazz, male, instrumental"
dataset/Larry Gaaga - Wonderful ft  Wande Coal & Sarkodie.mp3,"upbeat,happy, afrobeat, male, collaboration"
dataset/Gyakie - Forever .mp3,"romantic, soothing, Afrobeats, female, "
dataset/Bnxn - Realize Ft taves.mp3,"upbeat, energetic, hip hop, male, collaboration"
dataset/Eddy-Kenzo-Tomuta.mp3,"upbeat,happy, Afrobeat, male, dance"
dataset/Ed sheeran - Curtains.MP3,"melancholic, introspective, pop, male, love, breakup"
dataset/Central cee - Obsessed with you.MP3,"romantic, intense, rap, male, UK, love"
dataset/Tiwa savage - Owo mi da.MP3,"energetic, upbeat, Afrobeat, female, Nigerian music"
dataset/Jzyno ft lasmid - Butta my bread.MP3,"upbeat,happy, Afrobeat, male, collaboration,featured artist"
dataset/Ajebutter 22 ft boj - 24.MP3,"chill, groovy, jazzy, Afrobeats, male, collaboration"
dataset/LADIPOE-SHUT-IT-DOWN.mp3,"energetic, upbeat, hip hop, male, catchy"
dataset/PLANTATION BOIZ - IWO NI MOFE.mp3,"upbeat, energetic, Afrobeat, male, group, Nigerian"
dataset/24-Korede-Bello-My-Bed.mp3,"upbeat,happy, Afrobeat, male, Nigerian"
dataset/Dua lipa - Favorite problem.MP3,"upbeat,energetic, pop, female, "
dataset/Baby.mp3,"upbeat,happy, pop, female, love"
dataset/Basiil-Bad Girl.mp3,"sultry,sexy, R&B, female, catchy"
dataset/Cynthia morgan (madrina) - Billion dollar woman.MP3,"empowering, confident, Afrobeats, female, Nigerian"
dataset/Soma - Dm.MP3,"calm, soothing, introspective, alternative, dream pop, male, nostalgic"
dataset/Cj - Whoopty.MP3,"energetic, intensifying, rap, male, popular"
dataset/Iyanya ft davido and kizz daniel - Like.MP3,"upbeat, energetic, Afrobeats, Male, collaboration, Nigerian artists"
dataset/Zuchu - Naringa.mp3,"upbeat,happy, bongo, female, love"
dataset/Kheengz_GUY_x_Falz_x_M.I 2.mp3,"energetic, upbeat, hip hop, mixed, collaboration"
dataset/KOJO BLAK - Inside.mp3,"energetic,happy, Afrobeats, male, uptempo,uplifting"
dataset/RYAN - 4 MY MIND.mp3,"upbeat, energetic, pop, male, catchy"
dataset/Mr-Thela-Wetsalang-Remake.mp3,"energetic,uplifting, gqom, male, remake"
dataset/Burna boy - Anybody.MP3,"energetic, upbeat, afrobeat, male, dance"
dataset/YKB - san siro.mp3,"chill,relaxing, R&B, male, Nigeria,Afrobeat"
dataset/Dboi-Breakfast-ft-Raybekah.mp3,"energetic, upbeat, Afrobeats, male, collaboration, danceable"
dataset/Praiz - Show Me Love.mp3,"romantic, upbeat, Afropop, male, love song"
dataset/Rema - Calm down.MP3,"calm, afrobeat, male, Nigerian"
dataset/L.a.x - Gbefun.MP3,"energetic, upbeat, Afrobeats, male, Nigerian music"
dataset/Korede Bello ft Mr Eazi -Jejely.mp3,"relaxed, happy, Afrobeats, male, collaboration, Nigerian music"
dataset/Yingi Mao - I See You ( other God's ).mp3,"introspective, reflective, pop, female, spiritual"
dataset/Kida kudz ft prettyboy d-o - Plus 2.MP3,"energetic,hype, afrobeat, male, collaboration,hip hop"
dataset/Azana & Da Muziqal Chef ft De Mthuda - Goodbye (Amapiano Remix).mp3,"upbeat,happy,energetic, Amapiano, mixed, remix"
dataset/05 eDuze (feat. Russel Zuma & Moscow on Keyz).mp3,"energetic, upbeat, hip hop, mixed, collaboration, featured artists"
dataset/Korede Bello Ft Don Jazzy - Minding My Business.mp3,"upbeat,happy, Afropop, male, collaboration"
dataset/Reminisce ft. olamide - Omo x 100.MP3,"energetic,bouncy, Afrobeats, male, collaboration"
dataset/Bnxn ft ft zinoleesky - Kilometer (remix).MP3,"upbeat, energetic, Afrobeats, male, remix, collaboration"
dataset/Dopestiks-Molly.mp3,"upbeat, energetic, hip hop, male, party"
dataset/Fka twigs ft rema - Jealousy.MP3,"sultry, intense, R&B, Afrobeat, Mixed, collaboration"
dataset/Johnny Drille - Forever.mp3,"romantic, sentimental, pop, R&B, male, Nigerian, love song"
dataset/May d - Life.MP3,"upbeat,happy, Afrobeats, male, May D"
dataset/Ice Prince - I Swear ft French Montana.mp3,"energetic, uplifting, hip hop, male, collaboration, international"
dataset/Migos - Narcos.MP3,"energetic, upbeat, Hip Hop, male, trap"
dataset/Avicii ft agnus and vargas and lagola - Tough love.MP3,"energetic,happy, EDM, male, collaboration"
dataset/Anonymous music ft victony - Anointing.MP3,"uplifting, spiritual, gospel, hip-hop, mixed, collaboration"
dataset/Odunsi (the engine) - Drama queen.MP3,"upbeat, modern, groovy, Afrobeats, R&B, male, Nigerian, Afro-fusion, catchy"
dataset/Vector - Early Momo Ft Good Girl La.mp3,"energetic,happy, afrobeats, mixed, collaboration"
dataset/Fave - Baby Riddim.mp3,"upbeat, energetic, dancehall, male, party"
dataset/Alicia keys ft. swae lee - Lala (unlocked).MP3,"upbeat, catchy, R&B, female, collaboration"
dataset/Nonso Amadi - Tonight.mp3,"romantic, soothing, R&B, male, Nigerian, slow tempo"
dataset/Skales-I-Still-Dey.mp3,"upbeat,happy, Afrobeat, male, "
dataset/MO'HITS ALL STARS - BE CLOSE TO YOU.mp3,"upbeat, energetic, Afrobeats, mixed, collaboration"
dataset/Tekno - Mama ft Wizkid.mp3,"upbeat, energetic, Afrobeats, male, collaboration, popular"
dataset/Bella Shmurda JoJo.mp3,"upbeat,dance, afrobeats, male, Nigerian artist"
dataset/Davido - Nwa baby.MP3,"energetic, romantic, afrobeat, male, popular"
dataset/Bisa Kdei ft Gyakie  Sikaa .mp3,"upbeat, romantic, Afrobeats, mixed, collaboration"
dataset/Baby keem & kendrick lamar - Family ties.MP3,"energetic, powerful, rap, male, collaboration"
dataset/Rexxie ft-Teni x Sarkodie-Fallacy.mp3,"upbeat,happy, Afrobeats, mixed, collaboration"
dataset/T-Classic_Ft_S1mba_-_Body.mp3,"upbeat, energetic, afrobeats, male, collaboration"
dataset/Joeboy - Beginning.MP3,"romantic, Afropop, male, "
dataset/Lil durk - Moment of truth.MP3,"heartfelt, introspective, rap, male, emotional, reflective"
dataset/Kizz Daniel - Gobe.mp3,"upbeat, energetic, danceable, Afrobeat, male, catchy"
dataset/Skales ft blaqbonez - Pants on fire.MP3,"upbeat, energetic, Afrobeat, male, collaboration"
dataset/Kcee-FINE-LADY - Copy.mp3,"upbeat,happy, Afrobeat, male, dance"
dataset/Praize - Madu.MP3,"upbeat, lively, energetic, Afrobeats, male, Nigerian"
dataset/Bayanni - Tatata.MP3,"upbeat,happy, afrobeat, male, "
dataset/SayFar - AK47 (feat. Cyfred & 2woBunnies).mp3,"energetic, lively, amapiano, male, feat. Cyfred, 2woBunnies"
dataset/Tyler the creator - Okra.MP3,"energetic, upbeat, hip-hop, male, Tyler the Creator, Okra"
dataset/Peruzzi ft don jazzy and phyno - Baddest.MP3,"energetic, upbeat, afrobeats, male, collaboration"
dataset/Adanna Duru  Mannywellz - Put It Down.mp3,"upbeat, groovy, Afrobeat, R&B, Mixed, collaboration"
dataset/Normani and calvin harris - Slow down.MP3,"upbeat, energetic, catchy, pop, R&B, female, collaboration, dance"
dataset/Krept and konan ft wizkid - G - love.MP3,"upbeat, romantic, hip hop, male, collaboration"
dataset/Peruzzi ft fireboy - Southy love.MP3,"romantic, love, afrobeat, male, collaboration"
dataset/Vusic-History.mp3,"upbeat,happy, pop, male, nostalgic"
dataset/Paul play ft runtown - Angel of my life (remake).MP3,"romantic, soothing, Afrobeat, male, collaboration, remake"
dataset/Novemba - Ewo.mp3,"upbeat, energetic, afrobeat, male, African"
dataset/Chloe - Body do.MP3,"sensual, upbeat, pop, female, "
dataset/Magnito ft umu obiligbo and ninety - Ungrateful.MP3,"energetic, upbeat, afrobeat, mixed, collaboration, Nigerian music"
dataset/Patoranking - After Party.mp3,"upbeat,dance, afrobeat, male, party"
dataset/Wande Coal - Private Trips.mp3,"sensual, upbeat, afrobeat, male, party"
dataset/Nicki minaj ft drake and lil wayne - Seeing green.MP3,"energetic,hype, hip hop, female, collaboration, rap"
dataset/Ruger - Luv Again.mp3,"romantic, cheerful, afrobeats, male, Nigeria, love song"
dataset/Kizz daniel - Blood is thicker.MP3,"emotional, Afrobeats, male, Nigeria"
dataset/Dj crowd kontroller  ft orezi & voltage of hype - Money sweet.MP3,"energetic,happy, Afrobeats, male, collaboration"
dataset/Fuse ODG “100%” Kuami Eugene.mp3,"energetic, upbeat, Afrobeats, male, collaboration"
dataset/Olamide - Durosoke.mp3,"energetic, powerful, Afrobeat, male, Nigerian"
dataset/Soft - Money (Playist).mp3,"soft, pop, female, playlist"
dataset/Waje - For a Minute.mp3,"soulful, reflective, R&B, female, ballad, emotional"
dataset/One Way - RICHIE SMILE.mp3,"uplifting,happy, afropop, male, danceable"
dataset/Asake ft olamide - Amapiano.MP3,"upbeat, energetic, Amapiano, male, collaboration"
dataset/Aj tracey and mabel - West ten.MP3,"upbeat,happy, Rap,Pop, Mixed, collaboration"
dataset/Skales-E-Is-For-Energy.mp3,"energetic, upbeat, afrobeats, male, Nigerian music"
dataset/Fridayy ft asake - Blessings (remix).MP3,"upbeat, energetic, Afrobeats, male, collaboration, remix"
dataset/Oz ft falz - Party.MP3,"party, energetic, Afrobeat, male, collaboration"
dataset/MELANIN SAUTI SOL FT PATORANKING (LYRICS).mp3,"upbeat, joyful, Afrobeat, Reggae, mixed, collaboration"
dataset/Cardi b - Bickenhead.MP3,"energetic, playful, hip hop, female, explicit"
dataset/Ykb ft zlatan - Dey your dey.MP3,"energetic,happy, afrobeats, male, collaboration"
dataset/LuuDadeejay-Ethembeni-ft-Nkosazana-Daughter.mp3,"energetic, upbeat, Amapiano, male, collaboration"
dataset/Marvel-Don-t-Let-Me-Down.mp3,"uplifting, energetic, inspirational, pop, male, catchy, motivational"
dataset/Ckay - Leave Me Alone.mp3,"upbeat, Afropop, male, catchy"
dataset/Guru Remix (Radio Edit) 9ice ft Wyclef Jean.mp3,"upbeat, energetic, Afrobeat, Hip Hop, male, remix, featuring Wyclef Jean"
dataset/Imagine dragons - Machine.MP3,"energetic,powerful, pop,rock, male, upbeat"
dataset/Reekado Banks - Pull Up.mp3,"upbeat, energetic, Afrobeats, male, Nigerian"
dataset/Barry Jhay - Only You Ft  Davido.mp3,"romantic, love, Afrobeat, male, featured artist: Davido"
dataset/Lojay Ft Olamide - Arizona.mp3,"upbeat, energetic, afrobeat, male, collaboration"
dataset/Phyno-For-The-Money-ft.-Peruzzi_Dflamz Radio.mp3,"upbeat,happy, afrobeat, male, collaboration"
dataset/Soft - Kalakuta.mp3,"soft, Afrobeat, male, instrumental"
dataset/ThackzinDJ_-_Freak_Like_Me_Main_Mix_Main_Mix_65698368.mp3,"energetic, fun, Amapiano, male, dance, party"
dataset/Benny blanco ft bts and snoop dogg - Bad decisions.MP3,"upbeat, energetic, pop, hip hop, mixed, collaboration, international"
dataset/Ycee - Money I Dey Find.mp3,"upbeat, energetic, Afrobeats, male, catchy"
dataset/Usher ft young jeezy - Love in this club.MP3,"romantic, energetic, R&B, Hip Hop, male, collaboration, club music"
dataset/Ngobz-Net-So-Ft-Sthipla-Rsa-Thatsow-Nobuhle-Fister.mp3,"upbeat,happy, afrobeats, male, collaboration"
dataset/Vision2020 Remix ( Radio Edit) Bella Shmurda Ft Olamide.mp3,"energetic, upbeat, lively, Afrobeats, male, collaboration"
dataset/Olamide Ft SABRI Knockout.mp3,"energetic, upbeat, afrobeats, male, collaboration, Nigerian music"
dataset/Reekado Banks - Speak To Me ft Tiwa Savage.mp3,"romantic, lively, afrobeats, male, collaboration, Nigerian artists"
dataset/Tiwa savage ft omarion - Get it now remix.MP3,"upbeat, energetic, Afrobeats, R&B, female, collaboration"
dataset/Ric-Hassani-Call-On-Me-ft-Bella-Shmurda.mp3,"romantic, soothing, Afrobeat, male, collaboration"
dataset/Seyi Vibez Ft Mayourkun Ten (Radio Edit) Clean Version.mp3,"upbeat,happy, afrobeat, male, collaboration"
dataset/Holly rey - Looking for you.MP3,"happy, upbeat, dance, female, electronic"
dataset/Zinoleesky - Loving You.mp3,"romantic, love, happy, Afrobeats, male, Nigerian music"
dataset/LuuDadeejay-Isikhathi-se-piano-ft-Sir-Trill-Nkosazana-Daughter.mp3,"upbeat, energetic, Amapiano, mixed, collaboration"
dataset/Skiibii - Big engine.MP3,"energetic, upbeat, Afrobeats, male, fast tempo"
dataset/LADIPOE -  GUYMAN FEAT. BELLA SHMURDA.mp3,"upbeat, energetic, lively, afrobeat, hip hop, male, collaboration, Nigerian artists"
dataset/Chike ft mayorkun - If you no love.MP3,"romantic, peaceful, Afrobeats, male, "
dataset/Dave - Titanium.MP3,"energetic,happy,uplifting, pop, male, collaboration,cover"
dataset/Jimmy-Maradona-Wena-Wa-Pallwa-ft-QuayR-Musiq-Mellow-Sleazy-Ch-cco-LeeMcKrazy-Ch-cco-LeeMcKrazy.mp3,"upbeat,happy, afro-pop, male, collaboration"
dataset/Jaywilz - Wishlist.mp3,"upbeat,happy, Afrobeats, female, dance"
dataset/trod STEADY radio edit.mp3,"steady, reggae, male, "
dataset/Mayorkun - Your body.MP3,"upbeat, energetic, Afrobeat, male, dance"
dataset/Paranormal-DJ-ft-LAX-City-Boys-Up.mp3,"upbeat, energetic, party, electronic, male, collaboration"
dataset/Sgawd - Rude.MP3,"energetic, confident, hip hop, male, explicit"
dataset/Sarz Ft Lojay - Billions.mp3,"energetic, upbeat, Afrobeat, male, collaboration, Nigerian music"
dataset/Timi-Dakolo-No-Forget-Home.mp3,"sentimental, nostalgic, R&B, male, soulful"
dataset/Kida-Kudz - GTA.mp3,"energetic,upbeat, Afrobeats, male, Kida-Kudz"
dataset/Jonas brothers - Only human.MP3,"upbeat,happy, pop, male, popular"
dataset/T-classic - Monalisa.MP3,"romantic, soothing, Afrobeats, male, love song"
dataset/Wakidy banks - Cumbination.MP3,"upbeat,happy, afrobeat, male, "
dataset/Brainee-WHY.mp3,"energetic, upbeat, lively, Afrobeats, male, "
dataset/Mayorkun ft davido - Bobo.MP3,"upbeat,happy, Afrobeat, male, collaboration"
dataset/St_germain_-_So_Flute_Ludovic_Navarre_Amapiano_Version_2020_Ludovic_Navarre_Amapiano_Version_2020_71718631.mp3,"relaxed, groovy, Amapiano, Male, instrumental"
dataset/Mapopo-Silver-Fox-Ft-Babes-Wodumo-BlackCaTz-Mampintsha.mp3,"upbeat, energetic, gqom, mixed, collaboration, dance"
dataset/Ckay - Nneka ft  Tekno.mp3,"upbeat, energetic, Afrobeats, male, collaboration"
dataset/Dj java ft ozbeazy - Check this.MP3,"energetic, lively, Afrobeats, mixed, collaboration, summer vibes"
dataset/Smith-Mme-Mmatswale-Ft-Tyler-ICU-Desoul-CooperSA.mp3,"upbeat,happy, afro-house, male, "
dataset/Benny blanco and calvin harris - I found you.MP3,"happy, upbeat, pop, male, collaboration"
dataset/Crayon - Aye.MP3,"upbeat, energetic, Afrobeats, male, "
dataset/Sheebah ft runtown - Weekend.MP3,"upbeat, energetic, party, Afrobeat, dancehall, female, collaboration, weekend"
dataset/Bad Bunny  Me Fui de Vacaciones Audio Clean Version.mp3,"upbeat, lively, Reggaeton, male, vacation, travel, summer"
dataset/Sam smith ft demi lovato - I'm ready.MP3,"uplifting, empowering, pop, male and female, collaboration"
dataset/Amaarae & moliy ft. kali uchis - Sad girlz luv money (remix).MP3,"sad, love, money, remix, female, collaboration"
dataset/Kizz Daniel - Kojo ft Sarkodie.mp3,"upbeat, energetic, Afrobeats, male, collaboration, Nigerian music"
dataset/PRAIZ - REASON.mp3,"uplifting,happy, Afrobeat, male, Nigerian"
dataset/Ruger  Useless Official Audio.mp3,"upbeat, energetic, Afrobeats, male, Nigerian"
